IATA,FR name,EN name,Province,AUTO/MAN,Latitude,Longitude,Elevation,ICAO,WMO,MSC,DST Time Zone / Fuseau horaire été, STD Time Zone / Fuseau horaire heure normale,Data Provider,Data Attribution Notice
838,AKOKLI CREEK,AKOKLI CREEK,BC,AUTO,49.4358,-116.7464,821,,,BC_WMB_838,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
865,BRISCO,BRISCO,BC,AUTO,50.8193,-116.2449,930,,,BC_WMB_865,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
866,BLAEBERRY,BLAEBERRY,BC,AUTO,51.4357,-117.0571,861,,,BC_WMB_866,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
868,BIG MOUTH 2,BIG MOUTH 2,BC,AUTO,51.85333,-118.59139,1091,,,BC_WMB_868,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
873,CRAWFORD,CRAWFORD,BC,AUTO,50.765,-117.95778,887,,,BC_WMB_873,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
876,IDA BELL LAKE 3,IDA BELL LAKE 3,BC,AUTO,49.76722,-119.12407,1261,,,BC_WMB_876,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
882,SICAMOUS,SICAMOUS,BC,AUTO,50.86347,-119.00285,1115,,,BC_WMB_882,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
886,GOATHAVEN,GOATHAVEN,BC,AUTO,49.6673,-115.21444,1051,,,BC_WMB_886,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
904,HAGENSBORG 2,HAGENSBORG 2,BC,AUTO,52.38725,-126.58972,47,,,BC_WMB_904,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
905,DOWNIE,DOWNIE,BC,AUTO,51.5154,-118.27207,757,,,BC_WMB_905,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
919,GOLDSTREAM 2,GOLDSTREAM 2,BC,AUTO,51.66943,-118.48707,1333,,,BC_WMB_919,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
934,MESACHIE 2,MESACHIE 2,BC,AUTO,48.82288,-124.13708,183,,,BC_WMB_934,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
938,PINE CREEK,PINE CREEK,BC,AUTO,54.68378,-127.32582,1320,,,BC_WMB_938,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
944,TS SAN JUAN,TS SAN JUAN,BC,AUTO,48.57111,-124.20056,296,,,BC_WMB_944,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
945,TS NAKA CREEK,TS NAKA CREEK,BC,AUTO,50.37013,-126.43393,515,,,BC_WMB_945,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
956,TS EFFINGHAM,TS EFFINGHAM,BC,AUTO,49.17,-125.2825,632,,,BC_WMB_956,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
977,ANDERSON CREEK,ANDERSON CREEK,BC,AUTO,49.6551,-121.35807,630,,,BC_WMB_977,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
995,TS ARTLISH,TS ARTLISH,BC,AUTO,50.13242,-126.92823,130,,,BC_WMB_995,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1002,TS ELPHINSTONE,TS ELPHINSTONE,BC,AUTO,49.42805,-123.56484,593,,,BC_WMB_1002,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1024,SKOONKA,SKOONKA,BC,AUTO,50.43869,-121.5515,1557,,,BC_WMB_1024,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1025,TS THEODOSIA,TS THEODOSIA,BC,AUTO,50.1035,-124.61469,87,,,BC_WMB_1025,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1029,FIVE MILE,FIVE MILE,BC,AUTO,50.91089,-122.68889,865,,,BC_WMB_1029,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1040,BIG SILVER 2,BIG SILVER 2,BC,AUTO,49.7234,-121.83652,561,,,BC_WMB_1040,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1045,OSBORN,OSBORN,BC,AUTO,56.55833,-120.38194,700,,,BC_WMB_1045,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1055,SPLINTLUM,SPLINTLUM,BC,AUTO,50.35111,-121.65495,424,,,BC_WMB_1055,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1056,TS MAURELLE,TS MAURELLE,BC,AUTO,50.27092,-125.13089,168,,,BC_WMB_1056,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1066,TS MCNABB,TS MCNABB,BC,AUTO,49.5855,-123.38722,154,,,BC_WMB_1066,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1075,KOOCANUSA,KOOCANUSA,BC,AUTO,49.04694,-115.22528,804,,,BC_WMB_1075,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1082,MAYSON,MAYSON,BC,AUTO,51.21111,-120.41197,1315,,,BC_WMB_1082,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1083,MEAGER CREEK,MEAGER CREEK,BC,AUTO,50.61972,-123.41,545,,,BC_WMB_1083,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1092,RORY CREEK,RORY CREEK,BC,AUTO,50.61262,-116.79332,1580,,,BC_WMB_1092,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1093,QUINSAM BASE FWX (TRIAL),QUINSAM BASE FWX (TRIAL),BC,AUTO,50.0273,-125.29407,78,,,BC_WMB_1093,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1108,BLUE RIVER 2,BLUE RIVER 2,BC,AUTO,52.12225,-119.29358,695,,,BC_WMB_1108,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1132,STATION BAY,STATION BAY,BC,AUTO,50.50025,-119.70139,1153,,,BC_WMB_1132,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1144,FORD MOUNTAIN,FORD MOUNTAIN,BC,AUTO,49.10403,-121.63753,247,,,BC_WMB_1144,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1165,SEVEREID,SEVEREID,BC,AUTO,54.16957,-121.65168,798,,,BC_WMB_1165,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1176,MUDPIT,MUDPIT,BC,AUTO,51.31308,-119.39247,869,,,BC_WMB_1176,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1181,NORTH SLOQUET,NORTH SLOQUET,BC,AUTO,49.74833,-122.28638,223,,,BC_WMB_1181,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1203,DARKWOODS,DARKWOODS,BC,AUTO,49.35761,-116.95025,1657,,,BC_WMB_1203,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1218,POWELL RIVER WEST LAKE,POWELL RIVER WEST LAKE,BC,AUTO,49.81806,-124.44944,100,,,BC_WMB_1218,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1268,VALEMOUNT AIRPORT,VALEMOUNT AIRPORT,BC,AUTO,52.85972,-119.33861,788,,,BC_WMB_1268,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1270,OLD FADDY,OLD FADDY,BC,AUTO,59.8928,-129.09333,866,,,BC_WMB_1270,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1277,WEST KELOWNA,WEST KELOWNA,BC,AUTO,49.8832,-119.5695,650,,,BC_WMB_1277,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
1283,CHEAKAMUS,CHEAKAMUS,BC,AUTO,50.08251,-123.04127,595,,,BC_WMB_1283,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
3,Houston Firehall_60,Houston Firehall_60,BC,AUTO,54.3983,-126.6416,602,,,BC_ENV-AQ_3,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
8,Victoria Topaz_Met_60,Victoria Topaz_Met_60,BC,AUTO,48.4419,-123.3632,29,,,BC_ENV-AQ_8,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
9,Kelowna College,Kelowna College,BC,AUTO,49.8611,-119.475,300,,,BC_ENV-AQ_9,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
11,Vernon Science Centre,Vernon Science Centre,BC,AUTO,50.2333,-119.2833,500,,,BC_ENV-AQ_11,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
19,Golden Lady Grey School Met_60,Golden Lady Grey School Met_60,BC,AUTO,51.2956,-116.9717,773,,,BC_ENV-AQ_19,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
22,Ainsworth 100 Mile Met_60,Ainsworth 100 Mile Met_60,BC,AUTO,51.6534,-121.366,1063,,,BC_ENV-AQ_22,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
31,Creston PC School Met_60,Creston PC School Met_60,BC,AUTO,49.0944,-116.5125,609,,,BC_ENV-AQ_31,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
33,Duncan Cairnsmore,Duncan Cairnsmore,BC,AUTO,48.785,-123.715833,32,,,BC_ENV-AQ_33,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
37,Crofton Met_60,Crofton Met_60,BC,AUTO,48.8802,-123.6458,20,,,BC_ENV-AQ_37,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
56,Grand Forks Airport Met_60,Grand Forks Airport Met_60,BC,AUTO,49.0147,-118.4269,520,,,BC_ENV-AQ_56,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
60,Harmac Pacific Met_60,Harmac Pacific Met_60,BC,AUTO,49.1352,-123.8475,23,,,BC_ENV-AQ_60,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
64,Hope Othello Compressor Station_60,Hope Othello Compressor Station_60,BC,AUTO,49.3828,-121.3653,228,,,BC_ENV-AQ_64,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
75,Kitimat Haul Road Met_60,Kitimat Haul Road Met_60,BC,AUTO,54.0292,-128.7027,11,,,BC_ENV-AQ_75,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
80,Kitimat Whitesail Met_60,Kitimat Whitesail Met_60,BC,AUTO,54.0669,-128.6391,94,,,BC_ENV-AQ_80,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
82,Kitwanga School Met_60,Kitwanga School Met_60,BC,AUTO,55.1172,-128.0158,253,,,BC_ENV-AQ_82,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
85,Kweon Gas Plant_60,Kweon Gas Plant_60,BC,AUTO,55.3778,-121.7047,665,,,BC_ENV-AQ_85,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
88,Langdale Ferry Terminal_60,Langdale Ferry Terminal_60,BC,AUTO,49.4344,-123.4691,15,,,BC_ENV-AQ_88,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
94,Merritt Parcel Street Met_60,Merritt Parcel Street Met_60,BC,AUTO,50.105,-120.7921,603,,,BC_ENV-AQ_94,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
96,New Hazelton School Met_60,New Hazelton School Met_60,BC,AUTO,55.2452,-127.5861,321,,,BC_ENV-AQ_96,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
97,Birchbank Golf Course_60,Birchbank Golf Course_60,BC,AUTO,49.1579,-117.7331,483,,,BC_ENV-AQ_97,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
98,Celgar Pulp Met_60,Celgar Pulp Met_60,BC,AUTO,49.3333,-117.7188,449,,,BC_ENV-AQ_98,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
102,Kelowna College_60,Kelowna College_60,BC,AUTO,49.8623,-119.4774,347,,,BC_ENV-AQ_102,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
104,Burns Lake Fire Centre_60,Burns Lake Fire Centre_60,BC,AUTO,54.2307,-125.7643,710,,,BC_ENV-AQ_104,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
107,Pine River Gas Plant_60,Pine River Gas Plant_60,BC,AUTO,55.57,-121.9288,1159,,,BC_ENV-AQ_107,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
110,Pine River Hasler_60,Pine River Hasler_60,BC,AUTO,55.6017,-121.9935,602,,,BC_ENV-AQ_110,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
117,Port Mellon_60,Port Mellon_60,BC,AUTO,49.5228,-123.4822,3,,,BC_ENV-AQ_117,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
126,Powell River Pacifica Met_60,Powell River Pacifica Met_60,BC,AUTO,49.8742,-124.5556,45,,,BC_ENV-AQ_126,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
134,Prince George Gladstone School,Prince George Gladstone School,BC,AUTO,53.8592,-122.7633,583,,,BC_ENV-AQ_134,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
138,Prince George Glenview School Met_60,Prince George Glenview School Met_60,BC,AUTO,53.996,-122.776,750,,,BC_ENV-AQ_138,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
144,Prince George Plaza 400 Met_60,Prince George Plaza 400 Met_60,BC,AUTO,53.9147,-122.7419,588,,,BC_ENV-AQ_144,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
146,Prince George Pulp Met_60,Prince George Pulp Met_60,BC,AUTO,53.9244,-122.6861,600,,,BC_ENV-AQ_146,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
153,Quesnel CP Met_60,Quesnel CP Met_60,BC,AUTO,52.9919,-122.4883,488,,,BC_ENV-AQ_153,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
158,Quesnel Senior Secondary Met_60,Quesnel Senior Secondary Met_60,BC,AUTO,52.9822,-122.4922,500,,,BC_ENV-AQ_158,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
168,Smithers St Josephs,Smithers St Josephs,BC,AUTO,54.783,-127.1775,481,,,BC_ENV-AQ_168,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
171,Smithers St Josephs_60,Smithers St Josephs_60,BC,AUTO,54.783,-127.1775,481,,,BC_ENV-AQ_171,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
176,Taylor South Hill_60,Taylor South Hill_60,BC,AUTO,56.1059,-120.6628,689,,,BC_ENV-AQ_176,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
179,Taylor Townsite,Taylor Townsite,BC,AUTO,56.1502,-120.687,474,,,BC_ENV-AQ_179,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
182,Telkwa_60,Telkwa_60,BC,AUTO,54.6915,-127.0543,0,,,BC_ENV-AQ_182,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
187,Squamish,Squamish,BC,AUTO,49.7063,-123.1544,20,,,BC_ENV-AQ_187,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
189,Trail Butler Park Met_60,Trail Butler Park Met_60,BC,AUTO,49.0962,-117.6978,423,,,BC_ENV-AQ_189,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
192,Trail Columbia Gardens Airport_60,Trail Columbia Gardens Airport_60,BC,AUTO,49.0464,-117.6071,428,,,BC_ENV-AQ_192,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
194,Vernon Science Centre_60,Vernon Science Centre_60,BC,AUTO,50.2606,-119.2707,476,,,BC_ENV-AQ_194,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
196,Warfield Elementary Met_60,Warfield Elementary Met_60,BC,AUTO,49.0954,-117.7468,610,,,BC_ENV-AQ_196,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
199,Williams Lake Canadian Tire Met_60,Williams Lake Canadian Tire Met_60,BC,AUTO,52.1175,-122.1313,578,,,BC_ENV-AQ_199,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
207,Vanderhoof Courthouse Met_60,Vanderhoof Courthouse Met_60,BC,AUTO,54.0165,-124.0057,637,,,BC_ENV-AQ_207,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
209,Valemount Met_60,Valemount Met_60,BC,AUTO,52.833,-119.268,792,,,BC_ENV-AQ_209,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
213,Telkwa,Telkwa,BC,AUTO,54.6911,-127.0547,80,,,BC_ENV-AQ_213,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
233,PG Marsulex Met_60,PG Marsulex Met_60,BC,AUTO,53.845,-122.6672,595,,,BC_ENV-AQ_233,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
263,Port Alberni Elementary,Port Alberni Elementary,BC,AUTO,49.261,-124.8066,21,,,BC_ENV-AQ_263,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
266,Ucluelet Amphitrite Point,Ucluelet Amphitrite Point,BC,AUTO,48.9217,-125.5411,18,,,BC_ENV-AQ_266,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
271,Kitimat Haisla Village,Kitimat Haisla Village,BC,AUTO,53.9732,-128.6508,5,,,BC_ENV-AQ_271,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
277,Ucluelet Amphitrite Point Met_60,Ucluelet Amphitrite Point Met_60,BC,AUTO,48.9205,-125.5411,18,,,BC_ENV-AQ_277,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
414,Courtenay Elementary School,Courtenay Elementary School,BC,AUTO,49.6825,-124.9961,0,,,BC_ENV-AQ_414,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
418,Kitimat Yacht Club_60,Kitimat Yacht Club_60,BC,AUTO,54,-128.692,2,,,BC_ENV-AQ_418,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
425,Price Rupert Roosevelt Park School Met_60,Price Rupert Roosevelt Park School Met_60,BC,AUTO,54.3064,-130.3269,80,,,BC_ENV-AQ_425,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
431,Kitimat Smeltersite Road,Kitimat Smeltersite Road,BC,AUTO,54.0228,-128.0369,2,,,BC_ENV-AQ_431,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
435,Stewart Youth Centre Met_60,Stewart Youth Centre Met_60,BC,AUTO,55.9381,-129.985,13,,,BC_ENV-AQ_435,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
439,Burns Lake Sheraton East Met_60,Burns Lake Sheraton East Met_60,BC,AUTO,54.1527,-125.4495,679,,,BC_ENV-AQ_439,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
444,Prince George Exploration Place_60,Prince George Exploration Place_60,BC,AUTO,53.9051,-122.734,576,,,BC_ENV-AQ_444,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
446,Rumble Beach Firehall_60,Rumble Beach Firehall_60,BC,AUTO,50.4267123,-127.488127,37,,,BC_ENV-AQ_446,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
464,Farmington Community Hall Met_60,Farmington Community Hall Met_60,BC,AUTO,55.9132,-120.5316,696,,,BC_ENV-AQ_464,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
473,Terrace Skeena Middle School_60,Terrace Skeena Middle School_60,BC,AUTO,54.5217,-128.6075,81,,,BC_ENV-AQ_473,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
481,Kamloops Aberdeen_60,Kamloops Aberdeen_60,BC,AUTO,50.6369,-120.3721,857,,,BC_ENV-AQ_481,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
493,Squamish Elementary_60,Squamish Elementary_60,BC,AUTO,49.7052,-123.1513,6,,,BC_ENV-AQ_493,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
526,Courtenay Elementary School_60,Courtenay Elementary School_60,BC,AUTO,49.6826,-124.9962,27,,,BC_ENV-AQ_526,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
